com.samsung.health.hrv,6307003,1
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62800471,2024-12-17 06:00:00.000,,f3ef983b-dac5-4c31-bc4f-f28bf439b4cd.binning_data.json,62800471,2024-12-17 07:15:24.110,2024-12-17 07:15:24.110,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 07:00:00.000,f3ef983b-dac5-4c31-bc4f-f28bf439b4cd,
62800471,2024-12-17 07:00:00.000,,a014f7d1-530d-458c-9755-a08a4698ec1d.binning_data.json,62800471,2024-12-17 08:11:28.769,2024-12-17 08:11:28.769,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 08:00:00.000,a014f7d1-530d-458c-9755-a08a4698ec1d,
62800471,2024-12-17 08:00:00.000,,630a4659-d9fd-49aa-8054-366eb597f8d0.binning_data.json,62800471,2024-12-17 09:16:36.062,2024-12-17 08:13:29.760,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 09:00:00.000,630a4659-d9fd-49aa-8054-366eb597f8d0,
62800471,2024-12-17 09:00:00.000,,cafea51b-b423-4695-b4e6-374db919239d.binning_data.json,62800471,2024-12-17 10:06:44.667,2024-12-17 10:06:44.667,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 10:00:00.000,cafea51b-b423-4695-b4e6-374db919239d,
62800471,2024-12-17 10:00:00.000,,69cc5af6-2b58-42e4-9185-31350c78825d.binning_data.json,62800471,2024-12-17 11:12:11.948,2024-12-17 11:12:11.948,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 11:00:00.000,69cc5af6-2b58-42e4-9185-31350c78825d,
62800471,2024-12-17 11:00:00.000,,6ccf7335-457e-41c0-93ba-d4ffc499a7b5.binning_data.json,62800471,2024-12-17 12:15:04.150,2024-12-17 12:15:04.150,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 12:00:00.000,6ccf7335-457e-41c0-93ba-d4ffc499a7b5,
62800471,2024-12-17 12:00:00.000,,0cafaae3-4bd3-4605-95f4-e7bc5710ebbb.binning_data.json,62800471,2024-12-17 13:10:15.014,2024-12-17 13:10:15.014,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 13:00:00.000,0cafaae3-4bd3-4605-95f4-e7bc5710ebbb,
62800471,2024-12-17 13:00:00.000,,0dc2768b-524b-4725-8b06-e307f02e2013.binning_data.json,62800471,2024-12-17 14:06:49.716,2024-12-17 14:06:49.716,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 14:00:00.000,0dc2768b-524b-4725-8b06-e307f02e2013,
62800471,2024-12-17 14:00:00.000,,0e4b9966-401f-4090-bbe7-d6fcc1cb3063.binning_data.json,62800471,2024-12-17 14:46:30.097,2024-12-17 14:46:30.097,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 14:46:29.900,0e4b9966-401f-4090-bbe7-d6fcc1cb3063,
62800471,2024-12-18 06:00:00.000,,3bb092cd-5714-4017-8737-1695b0b8afdd.binning_data.json,62800471,2024-12-18 07:14:29.443,2024-12-18 07:14:29.443,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-18 07:00:00.000,3bb092cd-5714-4017-8737-1695b0b8afdd,
