com.samsung.health.movement,6307003,1
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62800471,2024-12-13 07:00:00.000,,6e447ce1-4d10-4bc8-8623-23cf09a3aed4.binning_data.json,62800471,2024-12-13 08:19:53.048,2024-12-13 07:19:15.975,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 07:59:59.999,6e447ce1-4d10-4bc8-8623-23cf09a3aed4,
62800471,2024-12-13 08:00:00.000,,79c9624b-b3e7-46aa-82b2-7872d8b5f0ab.binning_data.json,62800471,2024-12-13 09:00:17.169,2024-12-13 08:19:53.056,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 08:59:59.999,79c9624b-b3e7-46aa-82b2-7872d8b5f0ab,
62800471,2024-12-13 15:00:00.000,,6190d508-44b0-409c-b2bd-bdd8778bdd2f.binning_data.json,62800471,2024-12-13 16:13:58.047,2024-12-13 15:00:42.338,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 15:59:59.999,6190d508-44b0-409c-b2bd-bdd8778bdd2f,
62800471,2024-12-13 09:00:00.000,,ac6e1492-6677-4af9-993c-93463a996ed2.binning_data.json,62800471,2024-12-13 10:00:54.039,2024-12-13 09:20:29.037,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 09:59:59.999,ac6e1492-6677-4af9-993c-93463a996ed2,
62800471,2024-12-13 10:01:00.000,,efe280c5-4d87-461f-a01e-bfd39d0472e2.binning_data.json,62800471,2024-12-13 11:01:30.048,2024-12-13 10:21:06.051,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 10:59:59.999,efe280c5-4d87-461f-a01e-bfd39d0472e2,
62800471,2024-12-13 11:00:00.000,,511c44d4-92b7-40ed-a0fb-b1b576f391a8.binning_data.json,62800471,2024-12-13 12:02:06.046,2024-12-13 11:01:30.054,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 11:59:59.999,511c44d4-92b7-40ed-a0fb-b1b576f391a8,
62800471,2024-12-13 16:00:00.000,,0b855b21-5992-4a7b-9fd6-8d643f3c0ec2.binning_data.json,62800471,2024-12-13 17:14:35.053,2024-12-13 16:13:58.055,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 16:59:59.999,0b855b21-5992-4a7b-9fd6-8d643f3c0ec2,
62800471,2024-12-13 12:00:00.000,,470bd282-e98a-45e2-9648-425c1b232c1c.binning_data.json,62800471,2024-12-13 13:02:42.038,2024-12-13 12:02:06.154,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 12:59:59.999,470bd282-e98a-45e2-9648-425c1b232c1c,
62800471,2024-12-13 13:00:00.000,,4e4f7505-ee14-4b71-8689-dcd3b6dcb830.binning_data.json,62800471,2024-12-13 14:03:18.048,2024-12-13 13:02:42.154,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 13:59:59.999,4e4f7505-ee14-4b71-8689-dcd3b6dcb830,
62800471,2024-12-13 14:00:00.000,,f717984c-90da-41cf-a619-c5ac593fd3c6.binning_data.json,62800471,2024-12-13 15:00:42.311,2024-12-13 14:03:18.058,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 14:59:59.999,f717984c-90da-41cf-a619-c5ac593fd3c6,
62800471,2024-12-13 19:00:00.000,,b6bf28e7-d24d-4ca5-855d-9dd60ed80eed.binning_data.json,62800471,2024-12-13 20:16:25.959,2024-12-13 19:15:50.044,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 19:59:59.999,b6bf28e7-d24d-4ca5-855d-9dd60ed80eed,
